timestamp,task_group,dataset,model_name,method,quant_type,double_quant,lora_r,lora_alpha,lora_dropout,learning_rate,batch_size,gradient_accumulation_steps,max_train_samples,max_eval_samples,seed,metric_name,metric_value,gpu_memory_peak_mb
2026-06-01T22:53:01.709406+00:00,roberta_glue,glue/sst2,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0004,8,4,,,42,glue_score,0.9564220183486238,1289.88
2026-06-01T23:58:19.337476+00:00,roberta_glue,glue/sst2,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0004,8,4,,,42,accuracy,0.9506880733944955,978.54
2026-06-01T23:58:19.337644+00:00,roberta_glue,glue/sst2,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0004,8,4,,,42,glue_score,0.9506880733944955,978.54
2026-06-02T00:04:35.330494+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,bf16,none,False,,,,0.0003,8,4,,,42,accuracy,0.6838235294117647,3675.33
2026-06-02T00:04:35.330660+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,bf16,none,False,,,,0.0003,8,4,,,42,f1,0.8122270742358079,3675.33
2026-06-02T00:04:35.330746+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,bf16,none,False,,,,0.0003,8,4,,,42,glue_score,0.7480253018237863,3675.33
2026-06-02T00:09:05.629241+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0003,8,4,,,42,accuracy,0.9093137254901961,1380.57
2026-06-02T00:09:05.629404+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0003,8,4,,,42,f1,0.9342806394316163,1380.57
2026-06-02T00:09:05.629486+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0003,8,4,,,42,glue_score,0.9217971824609061,1380.57
2026-06-02T00:26:23.031287+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0003,8,4,,,42,accuracy,0.9068627450980392,1289.87
2026-06-02T00:26:23.031475+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0003,8,4,,,42,f1,0.9321428571428572,1289.87
2026-06-02T00:26:23.031575+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0003,8,4,,,42,glue_score,0.9195028011204482,1289.87
2026-06-02T00:35:04.596729+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0003,8,4,,,42,accuracy,0.8897058823529411,978.88
2026-06-02T00:35:04.596898+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0003,8,4,,,42,f1,0.9200710479573713,978.88
2026-06-02T00:35:04.596983+00:00,roberta_glue,glue/mrpc,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0003,8,4,,,42,glue_score,0.9048884651551562,978.88
2026-06-02T04:47:36.979018+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,bf16,none,False,,,,0.0003,8,4,,,42,accuracy,0.6318327974276527,3859.56
2026-06-02T04:47:36.979193+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,bf16,none,False,,,,0.0003,8,4,,,42,f1,0.0,3859.56
2026-06-02T04:47:36.979287+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,bf16,none,False,,,,0.0003,8,4,,,42,glue_score,0.3159163987138264,3859.56
2026-06-02T07:48:49.386800+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0003,8,4,,,42,accuracy,0.9122433836260203,1475.95
2026-06-02T07:48:49.386982+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0003,8,4,,,42,f1,0.8833355254504801,1475.95
2026-06-02T07:48:49.387070+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0003,8,4,,,42,glue_score,0.8977894545382502,1475.95
2026-06-02T20:52:35.772619+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0003,8,4,,,42,accuracy,0.9132822161761068,1289.88
2026-06-02T20:52:35.772809+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0003,8,4,,,42,f1,0.8853648966780016,1289.88
2026-06-02T20:52:35.772902+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0003,8,4,,,42,glue_score,0.8993235564270542,1289.88
2026-06-03T03:07:26.778589+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0003,8,4,,,42,accuracy,0.9115508285926293,978.54
2026-06-03T03:07:26.778766+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0003,8,4,,,42,f1,0.8826386609780111,978.54
2026-06-03T03:07:26.778854+00:00,roberta_glue,glue/qqp,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0003,8,4,,,42,glue_score,0.8970947447853201,978.54
2026-06-03T03:15:40.449302+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,bf16,none,False,,,,0.0002,8,4,,,42,pearson,0.0,3800.53
2026-06-03T03:15:40.449478+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,bf16,none,False,,,,0.0002,8,4,,,42,spearmanr,0.0,3800.53
2026-06-03T03:15:40.449561+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,bf16,none,False,,,,0.0002,8,4,,,42,glue_score,0.0,3800.53
2026-06-03T03:21:33.612331+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0002,8,4,,,42,pearson,0.91981894414764,1472.72
2026-06-03T03:21:33.612508+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0002,8,4,,,42,spearmanr,0.9174435691313598,1472.72
2026-06-03T03:21:33.612600+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0002,8,4,,,42,glue_score,0.9186312566394998,1472.72
2026-06-03T03:46:44.077780+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0002,8,4,,,42,pearson,0.9205736439799401,1289.75
2026-06-03T03:46:44.077952+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0002,8,4,,,42,spearmanr,0.917746932311468,1289.75
2026-06-03T03:46:44.078036+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0002,8,4,,,42,glue_score,0.919160288145704,1289.75
2026-06-03T03:58:54.905140+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0002,8,4,,,42,pearson,0.9149971357749347,978.53
2026-06-03T03:58:54.905316+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0002,8,4,,,42,spearmanr,0.9122304240926071,978.53
2026-06-03T03:58:54.905404+00:00,roberta_glue,glue/stsb,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0002,8,4,,,42,glue_score,0.9136137799337709,978.53
2026-06-03T05:35:49.198964+00:00,roberta_glue,glue/mnli,FacebookAI/roberta-large,bf16,none,False,,,,0.0003,8,4,,,42,accuracy,0.3475292919001528,3875.11
2026-06-03T05:35:49.199184+00:00,roberta_glue,glue/mnli,FacebookAI/roberta-large,bf16,none,False,,,,0.0003,8,4,,,42,glue_score,0.3475292919001528,3875.11
2026-06-03T06:46:09.931068+00:00,roberta_glue,glue/mnli,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0003,8,4,,,42,accuracy,0.9045338767193072,1475.97
2026-06-03T06:46:09.931263+00:00,roberta_glue,glue/mnli,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0003,8,4,,,42,glue_score,0.9045338767193072,1475.97
2026-06-03T11:19:06.975555+00:00,roberta_glue,glue/mnli,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0003,8,4,,,42,accuracy,0.904635761589404,1289.88
2026-06-03T11:19:06.975727+00:00,roberta_glue,glue/mnli,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0003,8,4,,,42,glue_score,0.904635761589404,1289.88
2026-06-03T13:36:39.394819+00:00,roberta_glue,glue/mnli,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0003,8,4,,,42,accuracy,0.900764136525726,978.54
2026-06-03T13:36:39.394994+00:00,roberta_glue,glue/mnli,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0003,8,4,,,42,glue_score,0.900764136525726,978.54
2026-06-03T14:05:14.169572+00:00,roberta_glue,glue/qnli,FacebookAI/roberta-large,bf16,none,False,,,,0.0002,8,4,,,42,accuracy,0.5053999633900788,3868.63
2026-06-03T14:05:14.169753+00:00,roberta_glue,glue/qnli,FacebookAI/roberta-large,bf16,none,False,,,,0.0002,8,4,,,42,glue_score,0.5053999633900788,3868.63
2026-06-03T14:26:13.424882+00:00,roberta_glue,glue/qnli,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0002,8,4,,,42,accuracy,0.9438037708218927,1475.96
2026-06-03T14:26:13.425063+00:00,roberta_glue,glue/qnli,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0002,8,4,,,42,glue_score,0.9438037708218927,1475.96
2026-06-03T15:42:45.795459+00:00,roberta_glue,glue/qnli,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0002,8,4,,,42,accuracy,0.9441698700347795,1289.88
2026-06-03T15:42:45.795673+00:00,roberta_glue,glue/qnli,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0002,8,4,,,42,glue_score,0.9441698700347795,1289.88
2026-06-03T16:23:05.919206+00:00,roberta_glue,glue/qnli,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0002,8,4,,,42,accuracy,0.9414241259381292,978.89
2026-06-03T16:23:05.919388+00:00,roberta_glue,glue/qnli,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0002,8,4,,,42,glue_score,0.9414241259381292,978.89
2026-06-03T16:28:59.775655+00:00,roberta_glue,glue/rte,FacebookAI/roberta-large,bf16,none,False,,,,0.0004,8,4,,,42,accuracy,0.4729241877256318,3862.34
2026-06-03T16:28:59.775822+00:00,roberta_glue,glue/rte,FacebookAI/roberta-large,bf16,none,False,,,,0.0004,8,4,,,42,glue_score,0.4729241877256318,3862.34
2026-06-03T16:33:25.173243+00:00,roberta_glue,glue/rte,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0004,8,4,,,42,accuracy,0.8483754512635379,1475.98
2026-06-03T16:33:25.173443+00:00,roberta_glue,glue/rte,FacebookAI/roberta-large,lora_bf16,none,False,8,16,0.0,0.0004,8,4,,,42,glue_score,0.8483754512635379,1475.98
2026-06-03T16:47:03.281261+00:00,roberta_glue,glue/rte,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0004,8,4,,,42,accuracy,0.8411552346570397,1289.76
2026-06-03T16:47:03.281436+00:00,roberta_glue,glue/rte,FacebookAI/roberta-large,qlora_int8,int8,False,8,16,0.0,0.0004,8,4,,,42,glue_score,0.8411552346570397,1289.76
2026-06-03T16:55:19.651898+00:00,roberta_glue,glue/rte,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0004,8,4,,,42,accuracy,0.8231046931407943,978.55
2026-06-03T16:55:19.652100+00:00,roberta_glue,glue/rte,FacebookAI/roberta-large,qlora_fp4,fp4,False,8,16,0.0,0.0004,8,4,,,42,glue_score,0.8231046931407943,978.55
